release_id,fiscal_year,indicator_id,indicator_name,strategy,prefecture_code,prefecture_name,substituted_count,substituted_rate_per_100k,substituted_rank,strategy_warning
No.1,2014,IND_5210011,根充済み,zero,26,京都府,3790.0,145.2278,31.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,27,大阪府,198344.0,2244.8468,3.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,28,兵庫県,17927.0,323.5293,12.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,29,奈良県,3690.0,268.2109,19.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,30,和歌山県,3043.0,313.335,13.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,31,鳥取県,684.0,119.1762,38.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,32,島根県,989.0,141.9924,32.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,33,岡山県,6270.0,325.8587,11.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,34,広島県,5183.0,182.9303,26.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,35,山口県,4083.0,289.9491,16.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,36,徳島県,968.0,126.7241,35.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,37,香川県,6623.0,675.071,6.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,38,愛媛県,4171.0,298.8929,15.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,39,高知県,1707.0,231.3833,20.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,40,福岡県,2449.0,48.1035,46.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,41,佐賀県,500.0,59.8774,45.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,42,長崎県,4270.0,307.9768,14.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,43,熊本県,2616.0,145.812,30.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,44,大分県,1417.0,121.0014,37.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,45,宮崎県,120.0,10.7709,47.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,46,鹿児島県,50581.0,3032.7431,2.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,zero,47,沖縄県,1074.0,75.5878,43.0,ゼロ代入は抑制規則と矛盾（NDB suppression ruleにより count=0は公開済み）。根拠なし（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,01,北海道,14585.0,270.0866,18.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,02,青森県,6331.0,479.228,8.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,03,岩手県,897.0,69.8366,44.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,04,宮城県,2580.0,110.839,39.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,05,秋田県,1864.0,179.7524,27.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,06,山形県,3711.0,328.1968,10.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,07,福島県,6421.0,331.7564,9.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,08,茨城県,6047.0,207.1806,21.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,09,栃木県,5546.0,280.0901,17.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,10,群馬県,11846.0,599.4851,7.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,11,埼玉県,14074.0,194.4209,25.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,12,千葉県,5089.0,82.1175,41.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,13,東京都,23479.0,175.3509,28.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,14,神奈川県,17752.0,195.1622,24.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,15,新潟県,133063.0,5752.899,1.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,16,富山県,8166.0,763.3231,4.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,17,石川県,943.0,81.5942,42.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,18,福井県,1271.0,160.9668,29.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,19,山梨県,1127.0,133.9715,34.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,20,長野県,15059.0,713.8936,5.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,21,岐阜県,2776.0,135.998,33.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,22,静岡県,7603.0,205.1897,23.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,23,愛知県,7645.0,102.5438,40.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,24,三重県,3748.0,205.3274,22.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,25,滋賀県,1738.0,122.7822,36.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,26,京都府,3790.0,145.2278,31.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,27,大阪府,198344.0,2244.8468,3.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,28,兵庫県,17927.0,323.5293,12.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,29,奈良県,3690.0,268.2109,19.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,30,和歌山県,3043.0,313.335,13.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,31,鳥取県,684.0,119.1762,38.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,32,島根県,989.0,141.9924,32.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,33,岡山県,6270.0,325.8587,11.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,34,広島県,5183.0,182.9303,26.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,35,山口県,4083.0,289.9491,16.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,36,徳島県,968.0,126.7241,35.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
No.1,2014,IND_5210011,根充済み,upper_bound_T_minus_1,37,香川県,6623.0,675.071,6.0,T-1代入はprimary_low_countには適用可能だが、ambiguous suppressionには無効。点推定への変換は識別を過剰主張（比較ベンチマークのみ）
